observable_id,P0_a_m,R_m,field_region,frequency_hz,model,direction,E_equatorial_v_per_m,E_rms_v_per_m,E_axial_v_per_m,E_min_v_per_m,E_max_v_per_m,E_optional_conservative_v_per_m,relative_to_static_equatorial_db,deltaV_1m_min_v,deltaV_1m_max_v,interpretation
shaft_modulation_n5,300.0,3000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.3262911924324613e-12,1.8756589919939712e-12,2.6525823848649226e-12,1.3262911924324613e-12,2.6525823848649226e-12,1.176206517107996e-32,-44.43697499232712,1.3262911924324613e-12,2.6525823848649226e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,30.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,0.0007368284402402562,0.0010420327733299838,0.0014736568804805123,0.0007368284402402562,0.0014736568804805123,0.0007368284402402562,0.0,0.0007368284402402562,0.0014736568804805123,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,30.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207685e-05,3.1260983199899516e-05,4.420970641441537e-05,2.2104853207207685e-05,4.420970641441537e-05,1.7980910134021168e-05,-30.45757490560675,2.2104853207207685e-05,4.420970641441537e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,30.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1052426603603842e-05,1.5630491599949758e-05,2.2104853207207685e-05,1.1052426603603842e-05,2.2104853207207685e-05,8.253471843358875e-06,-36.47817481888638,1.1052426603603842e-05,2.2104853207207685e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,30.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.368284402402562e-06,1.042032773329984e-05,1.4736568804805124e-05,7.368284402402562e-06,1.4736568804805124e-05,5.152797238426981e-06,-40.0,7.368284402402562e-06,1.4736568804805124e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,30.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.526213301801921e-06,7.815245799974879e-06,1.1052426603603842e-05,5.526213301801921e-06,1.1052426603603842e-05,3.656585345953836e-06,-42.498774732166,5.526213301801921e-06,1.1052426603603842e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,30.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.420970641441537e-06,6.252196639979903e-06,8.841941282883075e-06,4.420970641441537e-06,8.841941282883075e-06,2.786096006937805e-06,-44.43697499232712,4.420970641441537e-06,8.841941282883075e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,50.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,0.00015915494309189535,0.00022507907903927655,0.0003183098861837907,0.00015915494309189535,0.0003183098861837907,0.00015915494309189535,0.0,0.00015915494309189535,0.0003183098861837907,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,50.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.774648292756861e-06,6.752372371178296e-06,9.549296585513721e-06,4.774648292756861e-06,9.549296585513721e-06,3.3843981203449437e-06,-30.45757490560675,4.774648292756861e-06,9.549296585513721e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,50.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.3873241463784303e-06,3.376186185589148e-06,4.774648292756861e-06,2.3873241463784303e-06,4.774648292756861e-06,1.4673817548701675e-06,-36.47817481888637,2.3873241463784303e-06,4.774648292756861e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,50.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.5915494309189535e-06,2.2507907903927657e-06,3.183098861837907e-06,1.5915494309189535e-06,3.183098861837907e-06,8.768956583330734e-07,-40.0,1.5915494309189535e-06,3.183098861837907e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,50.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1936620731892152e-06,1.688093092794574e-06,2.3873241463784303e-06,1.1936620731892152e-06,2.3873241463784303e-06,5.997379249048737e-07,-42.498774732166,1.1936620731892152e-06,2.3873241463784303e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,50.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,9.54929658551372e-07,1.3504744742356594e-06,1.909859317102744e-06,9.54929658551372e-07,1.909859317102744e-06,4.423528132551221e-07,-44.43697499232713,9.54929658551372e-07,1.909859317102744e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,100.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,1.989436788648692e-05,2.813488487990957e-05,3.978873577297384e-05,1.989436788648692e-05,3.978873577297384e-05,1.989436788648692e-05,0.0,1.989436788648692e-05,3.978873577297384e-05,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,100.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946076e-07,8.44046546397287e-07,1.1936620731892152e-06,5.968310365946076e-07,1.1936620731892152e-06,2.9986896245243687e-07,-30.45757490560675,5.968310365946076e-07,1.1936620731892152e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,100.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.984155182973038e-07,4.220232731986435e-07,5.968310365946076e-07,2.984155182973038e-07,5.968310365946076e-07,1.127417708332711e-07,-36.47817481888637,2.984155182973038e-07,5.968310365946076e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,100.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.989436788648692e-07,2.813488487990957e-07,3.978873577297384e-07,1.989436788648692e-07,3.978873577297384e-07,6.039287726987282e-08,-40.0,1.989436788648692e-07,3.978873577297384e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,100.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.492077591486519e-07,2.1101163659932175e-07,2.984155182973038e-07,1.492077591486519e-07,2.984155182973038e-07,3.7666185707840166e-08,-42.498774732166,1.492077591486519e-07,2.984155182973038e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,100.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.193662073189215e-07,1.6880930927945742e-07,2.38732414637843e-07,1.193662073189215e-07,2.38732414637843e-07,2.5613929995058662e-08,-44.43697499232713,1.193662073189215e-07,2.38732414637843e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,300.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,7.368284402402562e-07,1.0420327733299838e-06,1.4736568804805123e-06,7.368284402402562e-07,1.4736568804805123e-06,7.368284402402562e-07,0.0,7.368284402402562e-07,1.4736568804805123e-06,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,300.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207683e-08,3.126098319989951e-08,4.4209706414415365e-08,2.2104853207207683e-08,4.4209706414415365e-08,2.803677059323751e-09,-30.45757490560675,2.2104853207207683e-08,4.4209706414415365e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,300.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1052426603603841e-08,1.5630491599949757e-08,2.2104853207207683e-08,1.1052426603603841e-08,2.2104853207207683e-08,5.960023668438472e-10,-36.47817481888638,1.1052426603603841e-08,2.2104853207207683e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,300.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.368284402402562e-09,1.0420327733299838e-08,1.4736568804805123e-08,7.368284402402562e-09,1.4736568804805123e-08,2.0612615848727342e-10,-40.0,7.368284402402562e-09,1.4736568804805123e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,300.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.526213301801921e-09,7.815245799974878e-09,1.1052426603603841e-08,5.526213301801921e-09,1.1052426603603841e-08,8.89013487139465e-11,-42.498774732166,5.526213301801921e-09,1.1052426603603841e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,300.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.420970641441537e-09,6.252196639979903e-09,8.841941282883074e-09,4.420970641441537e-09,8.841941282883074e-09,4.3681958352809887e-11,-44.43697499232712,4.420970641441537e-09,8.841941282883074e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,500.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,1.5915494309189535e-07,2.2507907903927652e-07,3.183098861837907e-07,1.5915494309189535e-07,3.183098861837907e-07,1.5915494309189535e-07,0.0,1.5915494309189535e-07,3.183098861837907e-07,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,500.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.77464829275686e-09,6.7523723711782955e-09,9.54929658551372e-09,4.77464829275686e-09,9.54929658551372e-09,1.5287693762651632e-10,-30.45757490560675,4.77464829275686e-09,9.54929658551372e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,500.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.38732414637843e-09,3.3761861855891478e-09,4.77464829275686e-09,2.38732414637843e-09,4.77464829275686e-09,1.837505434244807e-11,-36.47817481888638,2.38732414637843e-09,4.77464829275686e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,500.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.5915494309189535e-09,2.250790790392765e-09,3.183098861837907e-09,1.5915494309189535e-09,3.183098861837907e-09,4.102966899710825e-12,-40.0,1.5915494309189535e-09,3.183098861837907e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,500.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.193662073189215e-09,1.6880930927945739e-09,2.38732414637843e-09,1.193662073189215e-09,2.38732414637843e-09,1.2237214463270576e-12,-42.498774732166,1.193662073189215e-09,2.38732414637843e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,500.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,9.54929658551372e-10,1.350474474235659e-09,1.909859317102744e-09,9.54929658551372e-10,1.909859317102744e-09,4.344556985123464e-13,-44.43697499232712,9.54929658551372e-10,1.909859317102744e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,1000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,1.989436788648692e-08,2.8134884879909565e-08,3.978873577297384e-08,1.989436788648692e-08,3.978873577297384e-08,1.989436788648692e-08,0.0,1.989436788648692e-08,3.978873577297384e-08,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,1000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946075e-10,8.440465463972869e-10,1.193662073189215e-09,5.968310365946075e-10,1.193662073189215e-09,6.118607231635288e-13,-30.45757490560675,5.968310365946075e-10,1.193662073189215e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,1000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.9841551829730376e-10,4.2202327319864347e-10,5.968310365946075e-10,2.9841551829730376e-10,5.968310365946075e-10,1.7678926351503385e-14,-36.47817481888638,2.9841551829730376e-10,5.968310365946075e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,1000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.989436788648692e-10,2.8134884879909563e-10,3.978873577297384e-10,1.989436788648692e-10,3.978873577297384e-10,1.3221657660361348e-15,-40.0,1.989436788648692e-10,3.978873577297384e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,1000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.4920775914865188e-10,2.1101163659932174e-10,2.9841551829730376e-10,1.4920775914865188e-10,2.9841551829730376e-10,1.568172236343024e-16,-42.498774732166,1.4920775914865188e-10,2.9841551829730376e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,1000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.193662073189215e-10,1.6880930927945738e-10,2.38732414637843e-10,1.193662073189215e-10,2.38732414637843e-10,2.470754681766131e-17,-44.43697499232712,1.193662073189215e-10,2.38732414637843e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,1000.0,3000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,7.368284402402563e-10,1.042032773329984e-09,1.4736568804805125e-09,7.368284402402563e-10,1.4736568804805125e-09,7.368284402402563e-10,0.0,7.368284402402563e-10,1.4736568804805125e-09,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,1000.0,3000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207687e-11,3.126098319989952e-11,4.4209706414415374e-11,2.2104853207207687e-11,4.4209706414415374e-11,2.3817225255639382e-20,-30.45757490560675,2.2104853207207687e-11,4.4209706414415374e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,1000.0,3000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1052426603603843e-11,1.563049159994976e-11,2.2104853207207687e-11,1.1052426603603843e-11,2.2104853207207687e-11,2.298058543405217e-24,-36.47817481888638,1.1052426603603843e-11,2.2104853207207687e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,1000.0,3000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.368284402402563e-12,1.042032773329984e-11,1.4736568804805127e-11,7.368284402402563e-12,1.4736568804805127e-11,2.162886205306305e-27,-40.0,7.368284402402563e-12,1.4736568804805127e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,1000.0,3000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.526213301801922e-12,7.81524579997488e-12,1.1052426603603843e-11,5.526213301801922e-12,1.1052426603603843e-11,6.415561930681595e-30,-42.498774732166,5.526213301801922e-12,1.1052426603603843e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,1000.0,3000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.420970641441538e-12,6.252196639979904e-12,8.841941282883075e-12,4.420970641441538e-12,8.841941282883075e-12,3.9206883903599864e-32,-44.43697499232712,4.420970641441538e-12,8.841941282883075e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,30.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,0.002210485320720769,0.003126098319989952,0.004420970641441538,0.002210485320720769,0.004420970641441538,0.002210485320720769,0.0,0.002210485320720769,0.004420970641441538,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,30.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.631455962162307e-05,9.378294959969856e-05,0.00013262911924324613,6.631455962162307e-05,0.00013262911924324613,5.394273040206352e-05,-30.45757490560675,6.631455962162307e-05,0.00013262911924324613,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,30.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.315727981081153e-05,4.689147479984928e-05,6.631455962162307e-05,3.315727981081153e-05,6.631455962162307e-05,2.476041553007663e-05,-36.47817481888638,3.315727981081153e-05,6.631455962162307e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,30.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.210485320720769e-05,3.126098319989952e-05,4.420970641441538e-05,2.210485320720769e-05,4.420970641441538e-05,1.5458391715280946e-05,-40.0,2.210485320720769e-05,4.420970641441538e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,30.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405766e-05,2.344573739992464e-05,3.315727981081153e-05,1.6578639905405766e-05,3.315727981081153e-05,1.096975603786151e-05,-42.498774732166,1.6578639905405766e-05,3.315727981081153e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,30.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.3262911924324614e-05,1.875658991993971e-05,2.6525823848649227e-05,1.3262911924324614e-05,2.6525823848649227e-05,8.358288020813415e-06,-44.43697499232712,1.3262911924324614e-05,2.6525823848649227e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,50.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,0.000477464829275686,0.0006752372371178297,0.000954929658551372,0.000477464829275686,0.000954929658551372,0.000477464829275686,0.0,0.000477464829275686,0.000954929658551372,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,50.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.4323944878270581e-05,2.025711711353489e-05,2.8647889756541162e-05,1.4323944878270581e-05,2.8647889756541162e-05,1.015319436103483e-05,-30.45757490560675,1.4323944878270581e-05,2.8647889756541162e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,50.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.1619724391352905e-06,1.0128558556767445e-05,1.4323944878270581e-05,7.1619724391352905e-06,1.4323944878270581e-05,4.402145264610503e-06,-36.47817481888638,7.1619724391352905e-06,1.4323944878270581e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,50.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.774648292756861e-06,6.752372371178297e-06,9.549296585513721e-06,4.774648292756861e-06,9.549296585513721e-06,2.6306869749992202e-06,-40.0,4.774648292756861e-06,9.549296585513721e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,50.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.5809862195676453e-06,5.064279278383722e-06,7.1619724391352905e-06,3.5809862195676453e-06,7.1619724391352905e-06,1.799213774714621e-06,-42.498774732166,3.5809862195676453e-06,7.1619724391352905e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,50.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.864788975654116e-06,4.051423422706978e-06,5.729577951308232e-06,2.864788975654116e-06,5.729577951308232e-06,1.3270584397653663e-06,-44.43697499232712,2.864788975654116e-06,5.729577951308232e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,100.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,5.968310365946075e-05,8.440465463972871e-05,0.0001193662073189215,5.968310365946075e-05,0.0001193662073189215,5.968310365946075e-05,0.0,5.968310365946075e-05,0.0001193662073189215,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,100.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.7904931097838226e-06,2.532139639191861e-06,3.5809862195676453e-06,1.7904931097838226e-06,3.5809862195676453e-06,8.996068873573105e-07,-30.45757490560675,1.7904931097838226e-06,3.5809862195676453e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,100.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,8.952465548919113e-07,1.2660698195959306e-06,1.7904931097838226e-06,8.952465548919113e-07,1.7904931097838226e-06,3.382253124998133e-07,-36.47817481888638,8.952465548919113e-07,1.7904931097838226e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,100.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946076e-07,8.440465463972871e-07,1.1936620731892152e-06,5.968310365946076e-07,1.1936620731892152e-06,1.8117863180961847e-07,-40.0,5.968310365946076e-07,1.1936620731892152e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,100.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.4762327744595566e-07,6.330349097979653e-07,8.952465548919113e-07,4.4762327744595566e-07,8.952465548919113e-07,1.129985571235205e-07,-42.498774732166,4.4762327744595566e-07,8.952465548919113e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,100.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-07,5.064279278383723e-07,7.16197243913529e-07,3.580986219567645e-07,7.16197243913529e-07,7.684178998517598e-08,-44.43697499232712,3.580986219567645e-07,7.16197243913529e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,300.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,2.2104853207207687e-06,3.126098319989952e-06,4.420970641441537e-06,2.2104853207207687e-06,4.420970641441537e-06,2.2104853207207687e-06,0.0,2.2104853207207687e-06,4.420970641441537e-06,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,300.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.631455962162305e-08,9.378294959969856e-08,1.326291192432461e-07,6.631455962162305e-08,1.326291192432461e-07,8.411031177971254e-09,-30.45757490560675,6.631455962162305e-08,1.326291192432461e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
